LOC,ZC,CITY,BOUROUGHS_STATE,LAT,LONG,num_calls,BOUROUGHS,STATE
Club/Bar/Restaurant,10002.0,NEW YORK,"MANHATTAN, NY",-73.9884703,-73.9884703,10,,
Club/Bar/Restaurant,11201.0,,"BROOKLYN, NY",-73.9867739,-73.9867739,10,,
Club/Bar/Restaurant,11103.0,ASTORIA,"QUEENS, NY",-73.91636115,-73.91636115,12,,
Club/Bar/Restaurant,10010.0,NEW YORK,"MANHATTAN, NY",-73.9921295,-73.9921295,36,,
Club/Bar/Restaurant,10016.0,NEW YORK,"MANHATTAN, NY",-73.98282205,-73.98282205,21,,
Club/Bar/Restaurant,11211.0,,"BROOKLYN, NY",-73.95458693,-73.95458693,10,,
Club/Bar/Restaurant,11232.0,,"BROOKLYN, NY",-74.00616265,-74.00616265,13,,
Club/Bar/Restaurant,11372.0,JACKSON HEIGHTS,"QUEENS, NY",-73.88055479,-73.88055479,161,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.98416105,-73.98416105,13,,
Club/Bar/Restaurant,10022.0,NEW YORK,"MANHATTAN, NY",-73.9664893,-73.9664893,25,,
Club/Bar/Restaurant,11249.0,,"BROOKLYN, NY",-73.96739965,-73.96739965,20,,
Club/Bar/Restaurant,10028.0,NEW YORK,"MANHATTAN, NY",-73.95104381,-73.95104381,18,,
Club/Bar/Restaurant,10025.0,NEW YORK,"MANHATTAN, NY",-73.96372343,-73.96372343,73,,
Club/Bar/Restaurant,10026.0,NEW YORK,"MANHATTAN, NY",-73.95696675,-73.95696675,44,,
Club/Bar/Restaurant,10016.0,NEW YORK,"MANHATTAN, NY",-73.98348641,-73.98348641,14,,
Club/Bar/Restaurant,10002.0,NEW YORK,"MANHATTAN, NY",-73.98711375,-73.98711375,29,,
Club/Bar/Restaurant,11419.0,SOUTH RICHMOND HILL,"QUEENS, NY",-73.82157618,-73.82157618,10,,
Club/Bar/Restaurant,11211.0,,"BROOKLYN, NY",-73.95653712,-73.95653712,12,,
Club/Bar/Restaurant,10014.0,NEW YORK,"MANHATTAN, NY",-74.00545255,-74.00545255,16,,
Club/Bar/Restaurant,10036.0,NEW YORK,"MANHATTAN, NY",-73.99256429,-73.99256429,13,,
Club/Bar/Restaurant,10028.0,NEW YORK,"MANHATTAN, NY",-73.94899244,-73.94899244,22,,
Club/Bar/Restaurant,10036.0,NEW YORK,"MANHATTAN, NY",-73.99254985,-73.99254985,34,,
Club/Bar/Restaurant,10022.0,NEW YORK,"MANHATTAN, NY",-73.96875699,-73.96875699,12,,
Club/Bar/Restaurant,11356.0,COLLEGE POINT,"QUEENS, NY",-73.84577593,-73.84577593,10,,
Club/Bar/Restaurant,10003.0,NEW YORK,"MANHATTAN, NY",-73.9871229,-73.9871229,69,,
Club/Bar/Restaurant,10036.0,NEW YORK,"MANHATTAN, NY",-73.99278079,-73.99278079,14,,
Club/Bar/Restaurant,11206.0,,"BROOKLYN, NY",-73.93244766,-73.93244766,28,,
Club/Bar/Restaurant,11206.0,,"BROOKLYN, NY",-73.94755188,-73.94755188,464,,
Club/Bar/Restaurant,10464.0,BRONX,"BRONX, NY",-73.7862907,-73.7862907,15,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.9812818,-73.9812818,208,,
Club/Bar/Restaurant,10011.0,NEW YORK,"MANHATTAN, NY",-73.99825,-73.99825,40,,
Club/Bar/Restaurant,10003.0,NEW YORK,"MANHATTAN, NY",-73.98881908,-73.98881908,23,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.98090277,-73.98090277,36,,
Club/Bar/Restaurant,10026.0,NEW YORK,"MANHATTAN, NY",-73.95631961,-73.95631961,14,,
Club/Bar/Restaurant,11249.0,,"BROOKLYN, NY",-73.96344255,-73.96344255,33,,
Club/Bar/Restaurant,11237.0,,"BROOKLYN, NY",-73.91613554,-73.91613554,16,,
Club/Bar/Restaurant,11372.0,JACKSON HEIGHTS,"QUEENS, NY",-73.88143206,-73.88143206,10,,
Club/Bar/Restaurant,10014.0,NEW YORK,"MANHATTAN, NY",-74.00430446,-74.00430446,10,,
Club/Bar/Restaurant,10024.0,NEW YORK,"MANHATTAN, NY",-73.97575115,-73.97575115,12,,
Club/Bar/Restaurant,10040.0,NEW YORK,"MANHATTAN, NY",-73.93217182,-73.93217182,18,,
Club/Bar/Restaurant,10013.0,NEW YORK,"MANHATTAN, NY",-74.01033185,-74.01033185,32,,
Club/Bar/Restaurant,10017.0,NEW YORK,"MANHATTAN, NY",-73.97089504,-73.97089504,23,,
Club/Bar/Restaurant,10019.0,NEW YORK,"MANHATTAN, NY",-73.98350194,-73.98350194,19,,
Club/Bar/Restaurant,11209.0,,"BROOKLYN, NY",-74.02415437,-74.02415437,12,,
Club/Bar/Restaurant,11212.0,,"BROOKLYN, NY",-73.91606919,-73.91606919,23,,
Club/Bar/Restaurant,10002.0,NEW YORK,"MANHATTAN, NY",-73.98781748,-73.98781748,71,,
Club/Bar/Restaurant,10310.0,STATEN ISLAND,"STATEN ISLAND, NY",-74.10888369,-74.10888369,11,,
Club/Bar/Restaurant,10018.0,NEW YORK,"MANHATTAN, NY",-73.983982,-73.983982,17,,
Club/Bar/Restaurant,10030.0,NEW YORK,"MANHATTAN, NY",-73.94368811,-73.94368811,18,,
Club/Bar/Restaurant,11237.0,,"BROOKLYN, NY",-73.91568506,-73.91568506,10,,
Club/Bar/Restaurant,10026.0,NEW YORK,"MANHATTAN, NY",-73.95302703,-73.95302703,19,,
Club/Bar/Restaurant,11356.0,COLLEGE POINT,"QUEENS, NY",-73.84141438,-73.84141438,29,,
Club/Bar/Restaurant,11103.0,ASTORIA,"QUEENS, NY",-73.92086486,-73.92086486,27,,
Club/Bar/Restaurant,11434.0,JAMAICA,"QUEENS, NY",-73.7660623,-73.7660623,140,,
Club/Bar/Restaurant,11226.0,,"BROOKLYN, NY",-73.95746105,-73.95746105,34,,
Club/Bar/Restaurant,11235.0,,"BROOKLYN, NY",-73.95960623,-73.95960623,162,,
Club/Bar/Restaurant,10036.0,NEW YORK,"MANHATTAN, NY",-73.99561425,-73.99561425,57,,
Club/Bar/Restaurant,11103.0,ASTORIA,"QUEENS, NY",-73.91202882,-73.91202882,23,,
Club/Bar/Restaurant,11361.0,BAYSIDE,"QUEENS, NY",-73.77033181,-73.77033181,12,,
Club/Bar/Restaurant,11432.0,JAMAICA,"QUEENS, NY",-73.78732064,-73.78732064,10,,
Club/Bar/Restaurant,11435.0,JAMAICA,"QUEENS, NY",-73.81121022,-73.81121022,41,,
Club/Bar/Restaurant,11385.0,RIDGEWOOD,"QUEENS, NY",-73.90592938,-73.90592938,16,,
Club/Bar/Restaurant,11372.0,JACKSON HEIGHTS,"QUEENS, NY",-73.88094469,-73.88094469,13,,
Club/Bar/Restaurant,10002.0,NEW YORK,"MANHATTAN, NY",-73.99224756,-73.99224756,166,,
Club/Bar/Restaurant,10019.0,NEW YORK,"MANHATTAN, NY",-73.9874408,-73.9874408,18,,
Club/Bar/Restaurant,10031.0,NEW YORK,"MANHATTAN, NY",-73.95139477,-73.95139477,12,,
Club/Bar/Restaurant,10002.0,NEW YORK,"MANHATTAN, NY",-73.98949493,-73.98949493,40,,
Club/Bar/Restaurant,10019.0,NEW YORK,"MANHATTAN, NY",-73.98659635,-73.98659635,14,,
Club/Bar/Restaurant,11208.0,,"BROOKLYN, NY",-73.86978716,-73.86978716,19,,
Club/Bar/Restaurant,11208.0,,"BROOKLYN, NY",-73.86744578,-73.86744578,15,,
Club/Bar/Restaurant,11249.0,,"BROOKLYN, NY",-73.95883279,-73.95883279,13,,
Club/Bar/Restaurant,11103.0,ASTORIA,"QUEENS, NY",-73.91637195,-73.91637195,15,,
Club/Bar/Restaurant,11106.0,ASTORIA,"QUEENS, NY",-73.92332064,-73.92332064,51,,
Club/Bar/Restaurant,10029.0,NEW YORK,"MANHATTAN, NY",-73.94259015,-73.94259015,24,,
Club/Bar/Restaurant,10461.0,BRONX,"BRONX, NY",-73.83458731,-73.83458731,73,,
Club/Bar/Restaurant,10026.0,NEW YORK,"MANHATTAN, NY",-73.95559267,-73.95559267,31,,
Club/Bar/Restaurant,11235.0,,"BROOKLYN, NY",-73.96113718,-73.96113718,15,,
Club/Bar/Restaurant,11238.0,,"BROOKLYN, NY",-73.96274888,-73.96274888,11,,
Club/Bar/Restaurant,10033.0,NEW YORK,"MANHATTAN, NY",-73.93174731,-73.93174731,17,,
Club/Bar/Restaurant,10468.0,BRONX,"BRONX, NY",-73.90782477,-73.90782477,58,,
Club/Bar/Restaurant,11106.0,ASTORIA,"QUEENS, NY",-73.92538166,-73.92538166,70,,
Club/Bar/Restaurant,10014.0,NEW YORK,"MANHATTAN, NY",-74.00330152,-74.00330152,15,,
Club/Bar/Restaurant,11215.0,,"BROOKLYN, NY",-73.98271754,-73.98271754,10,,
Club/Bar/Restaurant,11217.0,,"BROOKLYN, NY",-73.97287771,-73.97287771,69,,
Club/Bar/Restaurant,10031.0,NEW YORK,"MANHATTAN, NY",-73.95148882,-73.95148882,12,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.97991607,-73.97991607,180,,
Club/Bar/Restaurant,10014.0,NEW YORK,"MANHATTAN, NY",-74.00329077,-74.00329077,32,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.98043787,-73.98043787,61,,
Club/Bar/Restaurant,10019.0,NEW YORK,"MANHATTAN, NY",-73.97656017,-73.97656017,10,,
Club/Bar/Restaurant,10003.0,NEW YORK,"MANHATTAN, NY",-73.98865277,-73.98865277,10,,
Club/Bar/Restaurant,10019.0,NEW YORK,"MANHATTAN, NY",-73.98894652,-73.98894652,33,,
Club/Bar/Restaurant,10029.0,NEW YORK,"MANHATTAN, NY",-73.93939131,-73.93939131,12,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.98308363,-73.98308363,32,,
Club/Bar/Restaurant,10028.0,NEW YORK,"MANHATTAN, NY",-73.94830882,-73.94830882,35,,
Club/Bar/Restaurant,11249.0,,"BROOKLYN, NY",-73.96113798,-73.96113798,45,,
Club/Bar/Restaurant,11105.0,ASTORIA,"QUEENS, NY",-73.90916195,-73.90916195,26,,
Club/Bar/Restaurant,10012.0,NEW YORK,"MANHATTAN, NY",-73.99926759,-73.99926759,59,,
Club/Bar/Restaurant,10033.0,NEW YORK,"MANHATTAN, NY",-73.93778024,-73.93778024,12,,
Club/Bar/Restaurant,11211.0,,"BROOKLYN, NY",-73.95063394,-73.95063394,38,,
Club/Bar/Restaurant,10024.0,NEW YORK,"MANHATTAN, NY",-73.97994843,-73.97994843,22,,
Club/Bar/Restaurant,10461.0,BRONX,"BRONX, NY",-73.83423078,-73.83423078,10,,
Club/Bar/Restaurant,11237.0,,"BROOKLYN, NY",-73.9216121,-73.9216121,18,,
Club/Bar/Restaurant,10002.0,NEW YORK,"MANHATTAN, NY",-73.99029603,-73.99029603,40,,
Club/Bar/Restaurant,10016.0,NEW YORK,"MANHATTAN, NY",-73.97844042,-73.97844042,87,,
Club/Bar/Restaurant,11385.0,RIDGEWOOD,"QUEENS, NY",-73.90480405,-73.90480405,16,,
Club/Bar/Restaurant,10307.0,STATEN ISLAND,"STATEN ISLAND, NY",-74.24109429,-74.24109429,13,,
Club/Bar/Restaurant,11238.0,,"BROOKLYN, NY",-73.96634216,-73.96634216,41,,
Club/Bar/Restaurant,10013.0,NEW YORK,"MANHATTAN, NY",-73.9968939,-73.9968939,20,,
Club/Bar/Restaurant,10040.0,NEW YORK,"MANHATTAN, NY",-73.93082191,-73.93082191,19,,
Club/Bar/Restaurant,10031.0,NEW YORK,"MANHATTAN, NY",-73.95792992,-73.95792992,21,,
Club/Bar/Restaurant,10002.0,NEW YORK,"MANHATTAN, NY",-73.99107207,-73.99107207,12,,
Club/Bar/Restaurant,11206.0,,"BROOKLYN, NY",-73.93300946,-73.93300946,25,,
Club/Bar/Restaurant,11220.0,,"BROOKLYN, NY",-74.01737876,-74.01737876,86,,
Club/Bar/Restaurant,10454.0,BRONX,"BRONX, NY",-73.92282171,-73.92282171,22,,
Club/Bar/Restaurant,11385.0,RIDGEWOOD,"QUEENS, NY",-73.90517886,-73.90517886,133,,
Club/Bar/Restaurant,11417.0,OZONE PARK,"QUEENS, NY",-73.83966196,-73.83966196,18,,
Club/Bar/Restaurant,10002.0,NEW YORK,"MANHATTAN, NY",-73.9882392,-73.9882392,22,,
Club/Bar/Restaurant,10029.0,NEW YORK,"MANHATTAN, NY",-73.94192943,-73.94192943,25,,
Club/Bar/Restaurant,11368.0,CORONA,"QUEENS, NY",-73.85511261,-73.85511261,26,,
Club/Bar/Restaurant,10460.0,BRONX,"BRONX, NY",-73.86713108,-73.86713108,27,,
Club/Bar/Restaurant,11106.0,ASTORIA,"QUEENS, NY",-73.92573231,-73.92573231,33,,
Club/Bar/Restaurant,11103.0,ASTORIA,"QUEENS, NY",-73.91699251,-73.91699251,39,,
Club/Bar/Restaurant,11423.0,HOLLIS,"QUEENS, NY",-73.77562212,-73.77562212,23,,
Club/Bar/Restaurant,11205.0,,"BROOKLYN, NY",-73.95490489,-73.95490489,34,,
Club/Bar/Restaurant,10009.0,NYC,"MANHATTAN, NY",-73.9841768,-73.9841768,15,,
Club/Bar/Restaurant,11209.0,,"BROOKLYN, NY",-74.03378786,-74.03378786,33,,
Club/Bar/Restaurant,11205.0,,"BROOKLYN, NY",-73.96354582,-73.96354582,28,,
Club/Bar/Restaurant,11249.0,,"BROOKLYN, NY",-73.95527009,-73.95527009,22,,
Club/Bar/Restaurant,10031.0,NEW YORK,"MANHATTAN, NY",-73.94786086,-73.94786086,44,,
Club/Bar/Restaurant,10010.0,NEW YORK,"MANHATTAN, NY",-73.99051652,-73.99051652,16,,
Club/Bar/Restaurant,10065.0,NEW YORK,"MANHATTAN, NY",-73.95896983,-73.95896983,11,,
Club/Bar/Restaurant,10002.0,NEW YORK,"MANHATTAN, NY",-73.99047284,-73.99047284,42,,
Club/Bar/Restaurant,11004.0,GLEN OAKS,"QUEENS, NY",-73.70990135,-73.70990135,12,,
Club/Bar/Restaurant,10034.0,NEW YORK,"MANHATTAN, NY",-73.92743455,-73.92743455,13,,
Club/Bar/Restaurant,11222.0,,"BROOKLYN, NY",-73.95306829,-73.95306829,26,,
Club/Bar/Restaurant,11205.0,,"BROOKLYN, NY",-73.95498423,-73.95498423,61,,
Club/Bar/Restaurant,11357.0,WHITESTONE,"QUEENS, NY",-73.81380307,-73.81380307,16,,
Club/Bar/Restaurant,11206.0,,"BROOKLYN, NY",-73.94462204,-73.94462204,61,,
Club/Bar/Restaurant,11211.0,,"BROOKLYN, NY",-73.95847666,-73.95847666,41,,
Club/Bar/Restaurant,10014.0,NEW YORK,"MANHATTAN, NY",-74.00666066,-74.00666066,17,,
Club/Bar/Restaurant,10128.0,NEW YORK,"MANHATTAN, NY",-73.95212964,-73.95212964,12,,
Club/Bar/Restaurant,11207.0,,"BROOKLYN, NY",-73.89163203,-73.89163203,10,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.98399834,-73.98399834,12,,
Club/Bar/Restaurant,10022.0,NEW YORK,"MANHATTAN, NY",-73.96235496,-73.96235496,10,,
Club/Bar/Restaurant,11226.0,,"BROOKLYN, NY",-73.94860238,-73.94860238,17,,
Club/Bar/Restaurant,11221.0,,"BROOKLYN, NY",-73.92388161,-73.92388161,25,,
Club/Bar/Restaurant,10018.0,NEW YORK,"MANHATTAN, NY",-73.99176672,-73.99176672,12,,
Club/Bar/Restaurant,11206.0,,"BROOKLYN, NY",-73.94389198,-73.94389198,50,,
Club/Bar/Restaurant,11372.0,JACKSON HEIGHTS,"QUEENS, NY",-73.88648557,-73.88648557,19,,
Club/Bar/Restaurant,10028.0,NEW YORK,"MANHATTAN, NY",-73.94963216,-73.94963216,27,,
Club/Bar/Restaurant,11106.0,ASTORIA,"QUEENS, NY",-73.9272046,-73.9272046,36,,
Club/Bar/Restaurant,11217.0,,"BROOKLYN, NY",-73.97461545,-73.97461545,11,,
Club/Bar/Restaurant,11103.0,ASTORIA,"QUEENS, NY",-73.91898768,-73.91898768,33,,
Club/Bar/Restaurant,10014.0,NEW YORK,"MANHATTAN, NY",-74.00633971,-74.00633971,10,,
Club/Bar/Restaurant,10028.0,NEW YORK,"MANHATTAN, NY",-73.95406195,-73.95406195,10,,
Club/Bar/Restaurant,11223.0,,"BROOKLYN, NY",-73.96093318,-73.96093318,11,,
Club/Bar/Restaurant,10013.0,NEW YORK,"MANHATTAN, NY",-73.99611108,-73.99611108,13,,
Club/Bar/Restaurant,11423.0,HOLLIS,"QUEENS, NY",-73.7754705,-73.7754705,35,,
Club/Bar/Restaurant,10040.0,NEW YORK,"MANHATTAN, NY",-73.92601242,-73.92601242,13,,
Club/Bar/Restaurant,10036.0,NEW YORK,"MANHATTAN, NY",-73.9985813,-73.9985813,10,,
Club/Bar/Restaurant,10002.0,NEW YORK,"MANHATTAN, NY",-73.99322188,-73.99322188,17,,
Club/Bar/Restaurant,11378.0,MASPETH,"QUEENS, NY",-73.89419134,-73.89419134,11,,
Club/Bar/Restaurant,11238.0,,"BROOKLYN, NY",-73.96417712,-73.96417712,15,,
Club/Bar/Restaurant,10002.0,NEW YORK,"MANHATTAN, NY",-73.99037932,-73.99037932,10,,
Club/Bar/Restaurant,11103.0,ASTORIA,"QUEENS, NY",-73.91199994,-73.91199994,38,,
Club/Bar/Restaurant,10012.0,NEW YORK,"MANHATTAN, NY",-74.00073963,-74.00073963,14,,
Club/Bar/Restaurant,11235.0,,"BROOKLYN, NY",-73.95546643,-73.95546643,23,,
Club/Bar/Restaurant,10036.0,NEW YORK,"MANHATTAN, NY",-73.98708147,-73.98708147,15,,
Club/Bar/Restaurant,10034.0,NEW YORK,"MANHATTAN, NY",-73.91999746,-73.91999746,15,,
Club/Bar/Restaurant,11211.0,,"BROOKLYN, NY",-73.95503686,-73.95503686,12,,
Club/Bar/Restaurant,10013.0,NEW YORK,"MANHATTAN, NY",-74.00565716,-74.00565716,15,,
Club/Bar/Restaurant,10019.0,NEW YORK,"MANHATTAN, NY",-73.99093525,-73.99093525,37,,
Club/Bar/Restaurant,11222.0,,"BROOKLYN, NY",-73.95268575,-73.95268575,19,,
Club/Bar/Restaurant,10453.0,BRONX,"BRONX, NY",-73.914604,-73.914604,12,,
Club/Bar/Restaurant,11237.0,,"BROOKLYN, NY",-73.9135053,-73.9135053,97,,
Club/Bar/Restaurant,11377.0,WOODSIDE,"QUEENS, NY",-73.90350864,-73.90350864,24,,
Club/Bar/Restaurant,11237.0,,"BROOKLYN, NY",-73.91314851,-73.91314851,16,,
Club/Bar/Restaurant,11206.0,,"BROOKLYN, NY",-73.94332135,-73.94332135,19,,
Club/Bar/Restaurant,11211.0,,"BROOKLYN, NY",-73.94888215,-73.94888215,45,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.977848,-73.977848,29,,
Club/Bar/Restaurant,11102.0,ASTORIA,"QUEENS, NY",-73.92543534,-73.92543534,20,,
Club/Bar/Restaurant,10012.0,NEW YORK,"MANHATTAN, NY",-74.00019123,-74.00019123,17,,
Club/Bar/Restaurant,10001.0,NEW YORK,"MANHATTAN, NY",-73.99126982,-73.99126982,13,,
Club/Bar/Restaurant,11234.0,,"BROOKLYN, NY",-73.93050381,-73.93050381,10,,
Club/Bar/Restaurant,11232.0,,"BROOKLYN, NY",-73.99847926,-73.99847926,54,,
Club/Bar/Restaurant,11238.0,,"BROOKLYN, NY",-73.96074525,-73.96074525,29,,
Club/Bar/Restaurant,11206.0,,"BROOKLYN, NY",-73.94551551,-73.94551551,18,,
Club/Bar/Restaurant,11220.0,,"BROOKLYN, NY",-74.00921474,-74.00921474,15,,
Club/Bar/Restaurant,10014.0,NEW YORK,"MANHATTAN, NY",-74.00669672,-74.00669672,217,,
Club/Bar/Restaurant,10013.0,NEW YORK,"MANHATTAN, NY",-73.99945166,-73.99945166,69,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.97834105,-73.97834105,53,,
Club/Bar/Restaurant,10011.0,NEW YORK,"MANHATTAN, NY",-74.00104649,-74.00104649,90,,
Club/Bar/Restaurant,10011.0,NEW YORK,"MANHATTAN, NY",-73.99814176,-73.99814176,12,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.98373486,-73.98373486,11,,
Club/Bar/Restaurant,10011.0,NEW YORK,"MANHATTAN, NY",-74.00100679,-74.00100679,38,,
Club/Bar/Restaurant,10301.0,STATEN ISLAND,"STATEN ISLAND, NY",-74.07940149,-74.07940149,40,,
Club/Bar/Restaurant,10022.0,NEW YORK,"MANHATTAN, NY",-73.96773846,-73.96773846,56,,
Club/Bar/Restaurant,11417.0,OZONE PARK,"QUEENS, NY",-73.85133644,-73.85133644,45,,
Club/Bar/Restaurant,10040.0,NEW YORK,"MANHATTAN, NY",-73.92603322,-73.92603322,32,,
Club/Bar/Restaurant,10022.0,NEW YORK,"MANHATTAN, NY",-73.96819227,-73.96819227,12,,
Club/Bar/Restaurant,10029.0,NEW YORK,"MANHATTAN, NY",-73.94241687,-73.94241687,72,,
Club/Bar/Restaurant,11211.0,,"BROOKLYN, NY",-73.95649033,-73.95649033,34,,
Club/Bar/Restaurant,11378.0,MASPETH,"QUEENS, NY",-73.8955771,-73.8955771,26,,
Club/Bar/Restaurant,10012.0,NEW YORK,"MANHATTAN, NY",-73.9994588,-73.9994588,35,,
Club/Bar/Restaurant,11226.0,,"BROOKLYN, NY",-73.95527326,-73.95527326,29,,
Club/Bar/Restaurant,11106.0,ASTORIA,"QUEENS, NY",-73.92345851,-73.92345851,15,,
Club/Bar/Restaurant,11105.0,ASTORIA,"QUEENS, NY",-73.9082189,-73.9082189,31,,
Club/Bar/Restaurant,11103.0,ASTORIA,"QUEENS, NY",-73.91392354,-73.91392354,29,,
Club/Bar/Restaurant,10003.0,NY,"MANHATTAN, NY",-73.98879381,-73.98879381,12,,
Club/Bar/Restaurant,11216.0,,"BROOKLYN, NY",-73.94976442,-73.94976442,29,,
Club/Bar/Restaurant,11232.0,,"BROOKLYN, NY",-74.01191459,-74.01191459,71,,
Club/Bar/Restaurant,10031.0,NEW YORK,"MANHATTAN, NY",-73.94820124,-73.94820124,18,,
Club/Bar/Restaurant,11249.0,,"BROOKLYN, NY",-73.96670864,-73.96670864,15,,
Club/Bar/Restaurant,10040.0,NEW YORK,"MANHATTAN, NY",-73.92661874,-73.92661874,31,,
Club/Bar/Restaurant,11237.0,,"BROOKLYN, NY",-73.92250008,-73.92250008,105,,
Club/Bar/Restaurant,11230.0,,"BROOKLYN, NY",-73.96256096,-73.96256096,18,,
Club/Bar/Restaurant,10012.0,NEW YORK,"MANHATTAN, NY",-74.00006494,-74.00006494,41,,
Club/Bar/Restaurant,10034.0,NEW YORK,"MANHATTAN, NY",-73.91859765,-73.91859765,17,,
Club/Bar/Restaurant,11105.0,ASTORIA,"QUEENS, NY",-73.91015493,-73.91015493,29,,
Club/Bar/Restaurant,11218.0,,"BROOKLYN, NY",-73.97045865,-73.97045865,10,,
Club/Bar/Restaurant,11412.0,SAINT ALBANS,"QUEENS, NY",-73.75759951,-73.75759951,19,,
Club/Bar/Restaurant,10034.0,NEW YORK,"MANHATTAN, NY",-73.92787523,-73.92787523,11,,
Club/Bar/Restaurant,10468.0,BRONX,"BRONX, NY",-73.90044165,-73.90044165,10,,
Club/Bar/Restaurant,10025.0,NEW YORK,"MANHATTAN, NY",-73.9676363,-73.9676363,50,,
Club/Bar/Restaurant,11423.0,HOLLIS,"QUEENS, NY",-73.76983199,-73.76983199,12,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.98423091,-73.98423091,13,,
Club/Bar/Restaurant,10003.0,NEW YORK,"MANHATTAN, NY",-73.99418378,-73.99418378,11,,
Club/Bar/Restaurant,11211.0,,"BROOKLYN, NY",-73.95164157,-73.95164157,22,,
Club/Bar/Restaurant,11375.0,FOREST HILLS,"QUEENS, NY",-73.84925599,-73.84925599,110,,
Club/Bar/Restaurant,11220.0,,"BROOKLYN, NY",-74.01750752,-74.01750752,16,,
Club/Bar/Restaurant,10012.0,NEW YORK,"MANHATTAN, NY",-74.00077211,-74.00077211,26,,
Club/Bar/Restaurant,11206.0,,"BROOKLYN, NY",-73.94445134,-73.94445134,10,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.9788008,-73.9788008,24,,
Club/Bar/Restaurant,11375.0,FOREST HILLS,"QUEENS, NY",-73.8460614,-73.8460614,12,,
Club/Bar/Restaurant,11208.0,,"BROOKLYN, NY",-73.87841625,-73.87841625,75,,
Club/Bar/Restaurant,10019.0,NEW YORK,"MANHATTAN, NY",-73.98651694,-73.98651694,15,,
Club/Bar/Restaurant,10466.0,BRONX,"BRONX, NY",-73.84689427,-73.84689427,13,,
Club/Bar/Restaurant,11222.0,,"BROOKLYN, NY",-73.95979691,-73.95979691,39,,
Club/Bar/Restaurant,11206.0,,"BROOKLYN, NY",-73.93697905,-73.93697905,16,,
Club/Bar/Restaurant,10034.0,NEW YORK,"MANHATTAN, NY",-73.918181,-73.918181,22,,
Club/Bar/Restaurant,11104.0,SUNNYSIDE,"QUEENS, NY",-73.92306726,-73.92306726,30,,
Club/Bar/Restaurant,10033.0,NEW YORK,"MANHATTAN, NY",-73.93812449,-73.93812449,24,,
Club/Bar/Restaurant,11103.0,ASTORIA,"QUEENS, NY",-73.92037322,-73.92037322,339,,
Club/Bar/Restaurant,11209.0,,"BROOKLYN, NY",-74.0308145,-74.0308145,33,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.98532322,-73.98532322,10,,
Club/Bar/Restaurant,11106.0,ASTORIA,"QUEENS, NY",-73.92362824,-73.92362824,15,,
Club/Bar/Restaurant,11238.0,,"BROOKLYN, NY",-73.96463115,-73.96463115,13,,
Club/Bar/Restaurant,10001.0,NEW YORK,"MANHATTAN, NY",-73.99236718,-73.99236718,17,,
Club/Bar/Restaurant,10019.0,NEW YORK,"MANHATTAN, NY",-73.98595762,-73.98595762,16,,
Club/Bar/Restaurant,10001.0,NEW YORK,"MANHATTAN, NY",-73.99525427,-73.99525427,13,,
Club/Bar/Restaurant,10013.0,NEW YORK,"MANHATTAN, NY",-74.00984497,-74.00984497,10,,
Club/Bar/Restaurant,10024.0,NEW YORK,"MANHATTAN, NY",-73.97666145,-73.97666145,14,,
Club/Bar/Restaurant,10012.0,NEW YORK,"MANHATTAN, NY",-74.0003175,-74.0003175,20,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.98426995,-73.98426995,42,,
Club/Bar/Restaurant,11103.0,ASTORIA,"QUEENS, NY",-73.91876037,-73.91876037,123,,
Club/Bar/Restaurant,11234.0,,"BROOKLYN, NY",-73.92693127,-73.92693127,49,,
Club/Bar/Restaurant,10012.0,NEW YORK,"MANHATTAN, NY",-74.00012268,-74.00012268,12,,
Club/Bar/Restaurant,10009.0,NEW YORK,"MANHATTAN, NY",-73.98328499,-73.98328499,10,,
Club/Bar/Restaurant,10003.0,NEW YORK,"MANHATTAN, NY",-73.98805056,-73.98805056,29,,
Club/Bar/Restaurant,11217.0,,"BROOKLYN, NY",-73.97475969,-73.97475969,81,,
Club/Bar/Restaurant,10018.0,NEW YORK,"MANHATTAN, NY",-73.99432588,-73.99432588,16,,
Club/Bar/Restaurant,10002.0,NEW YORK,"MANHATTAN, NY",-73.99174569,-73.99174569,14,,
Club/Bar/Restaurant,11215.0,,"BROOKLYN, NY",-73.99465067,-73.99465067,10,,
